# Constructed from biom file
OTUID	W.R4.a	W.R1.b	W.R5.a	W.R2.b	W.R5.b	W.R1.a	W.R3.a	M.NF.R2.a	M.NF.R5.a	M.NF.R1.b	M.M.R3.a	M.M.R5.a	M.NF.R4.a	W.R3.b	M.NF.R3.b	M.M.R2.a	M.M.R1.a	M.M.R4.a
f233cd8cc1bd739ea2271b9a70e202be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0199a4691514a0fda9508eccffe6404f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4d59a84696c30abc9641284e57ad0a41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67ccf0a22a9f8a33d92ed1bc8cbc00fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0	0.0	57.0	0.0	5.0	1.0	18.0	1.0
325a65da10aab7cff169457c401510d3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6ab60c983f54fdf7804b69b6a0865cc0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56511f88046f3dffc18381aff67a80b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef4482cc97bfd2bd009107f1eaeb0cad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
0da7a4b827f597fda767cda5d1202081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	4.0	0.0	0.0	0.0	2.0	0.0	28.0	16.0
2a34e9e5f21447b5ef0db0fb9009d19c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0
00e3fc3224c31d0d6c0cda5612a624a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69fa3ca21d360ee076fac58dbf7c8d69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae17d4019514d3e98a327693c9c99752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0
f38629cc63c9e331d8296a17960ba8a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3e7c370f10c4943377c4b28c7442d3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ab05fd67904fd51a942331c7efc7992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
55c63752e9c79b0b7edd34d2eab19799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9edc9c5f549ae60e0cead213f396c278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	1.0	4.0	0.0	0.0	93.0	2.0	199.0	16.0
1496dd08cd8e6e6b19a464da135d8a74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	5.0	2.0	0.0	3.0	4.0	11.0	0.0
cfdbf17a705d8e87aabb16e6bdd38259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e1352cab61bde4b7f120211803f01cbb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
8497a588fa4b4f2b1443ee6c89b014d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0
f993c69e278e03e7354adebf8c413be3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
7d32eddf029b3b1c99dd1f62b0741962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4070677e7614876c22ed6a91bfff788c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
2c78fc1b3df959f8273e361494c14c20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
f0fc9bc169ece8957b3d5fc804142eed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
cbfe8751d7d871fc60562c4e24a78128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	3.0	0.0	11.0	0.0
40c4e82740d123355129d82ccf77c00f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5339118be14f268fe2fb98532cdb0956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d55a3d171e658bad4bb9466f7c9fe883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e3089b17f13e7546b475c634ece9e43a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	8.0	0.0	6.0	2.0	0.0	0.0
df19e1bfeeb0eaf2d1649d52a7423d32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128af491e7261795ec16f418ccb52d6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0
c274c59a7147bffe195be86bffbd16e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f97a04566af00e730d5576b653e93b7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
dade4b4a52bcd93a15f7cdf2293264f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fece35f8819399e5f0b8b4c020a2a5ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
6983ed5a41eb8978d7c5ec440c5629d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2.0	1.0	0.0	0.0	0.0	0.0	32.0	0.0
ff3f52416df28362667eb552d9928a38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	0.0	3.0	0.0	0.0	8.0	4.0
69782fb8bc5d682ed52135c5f84aec8b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
82d7086cb7bb2f66178b1bbd39a6888b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
1ed0b3e7bf59f246ae3c34b67cbcf2ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
3c9f16d3176ef9a938d7da34e9657bb8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
df24ff2fbd57369a4771334d7b354b79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0
cab11187324d65763a90d99345217f43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	114.0	0.0	5.0	0.0	51.0	0.0
d97fc53b9ccdb76846e5392b1d393f83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
2e1aee640e36be166d3341ac15c9d3e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0
304784402aa81abe11da8f50e61a0462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0
33e7d9e904f3baa0c1b53aff384819dc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
9cecdaa7ac0fa414dd71b4a877e6737d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	3.0	53.0	0.0
fd81663e33bf1fced5c0ba3f115dc46b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
abff9b1be40308280543c0c23e7de6e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
d882d194cd30ca7acd3b11f34d4a1bb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
87a66de4a94edb3b4d980ee1f80bc342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
fa41533cc1ce2763ddf089ad59023822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0
4ce0c68e5a623a011757d4132a8b9796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
11ff07339edc457cfd52b9190ed99c1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
9fee7dc2ca9034de62528311bebae8a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
86b62c538b379eb5a24e5fc7eecaa71b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	0.0	0.0	0.0	2.0	0.0
7a87dff8757e08246a9a50e6241c8648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	4.0	0.0	9.0	2.0	0.0	0.0
e4f48772e738951d465b7cb922b6cd7e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	15.0	0.0	0.0	0.0	3.0	0.0	0.0
13ac5248727fc52515f0595a2ef2080e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	7.0	0.0	0.0	5.0	2.0	3.0	0.0
4773e96a253b842f4b2561817e99b54d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	17.0
25f0a8dc02eecb816ce34efd5135336e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
8b19f82c48fb0a893608b999e4b0b518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
f59b96862ca724894057054927f8d0e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	130.0	9.0	0.0	22.0	63.0	17.0	13.0
c00f4b3533978c762fb29edfd366da0d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0
6fd46a05e45d44ad8dfe669e429862b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
a257e79f7b4a8b6e5d828ba918c9fa39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
2a7d02ddbb474c481eeda907ddd82fcb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0
a343b927d18e6cf4ab31e76a2d0174b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	103.0	0.0
61dab4c4e46cf8ff479d56f87772e7ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
74f6cb9794416ea29ae7e9c87b98b239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
58ae01784e8a39722636ef2cfc51113e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
9f07ca12c94e5de87e593eeabeb99252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
bd06dde88b3ceda6f4b653467ec8994a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0
aa09563da44e8210fd2c99fbde2bab56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
50300942863f0bc2af9d723223dfd601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
01a976dd376e8504b215feee8ec7489a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	12.0	0.0	0.0	0.0
2cdfd08d850c47ce193aaea176ffbd33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
b8c27b174d7f2a1393da0ee286983f4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	13.0	3.0	0.0	0.0
b4c45f541943f911ee3389425f10650e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
383a7d77be7c4a3af052d506f9be5c05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0
11ab77e76e07b1da4b60ecf1b0e336e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
ad120688c2a31eb0ca8384f1840c9a24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	45.0	0.0	0.0	0.0	20.0	0.0	10.0
a1549b6347f7c2c6972bbbf56884d67c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	15.0	0.0
2c28dc55d807c13e3796cbef5de71513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0	20.0	3.0	0.0
0eae815d049cbf0d57f33d5130dc100c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0
1f468d979cc15fd1213931278d1ec655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0
a5d8b0d13134c6d2b48295f18ea1c93f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
6ad53ac0a487863b20119f2c970f7833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
58e759d027ac827cd77afe86e6074f77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	358.0	0.0	0.0	0.0	619.0	4.0	30.0
5f3f909b03021deb45a1a9763c6e61d6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0
1ed54c797e1d2c9b466b512d087c47be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	4.0
fe7905245a05756c2d2d77de37756934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0
cdb9e9171e45468f7b33365bbc15a0f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
80d9a54b5737296972e29a26bf27955d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	29.0	0.0	24.0	0.0
5f8d6b9e1ce38ad73a033def087e0267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
cdde9b64966070f11434fe0baa8733ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	30.0	0.0	0.0	0.0	40.0	0.0	13.0
7fc5b60035d75f63a81a791395a9ea67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	2.0	3.0	4.0	1.0
5d19676f5928dbb7c961095f5dbf8759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0
52cd18358a466af6f226ab4379e80e71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	28.0	0.0
e1e5cc64958424368bfa511a395ba17b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	3.0
643ab127c5e61cae73ea9c1996c78847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	0.0	4.0	0.0	0.0	44.0
e052de74486cb9099a97fb82c46092c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	2.0	24.0
9ed29800d9c4f08f69e9e1d72ab7d73f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	2.0
cba7e939ffc6c9e8c8ceec1d60eced2b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	20.0	0.0	0.0	0.0	8.0	7.0	9.0	23.0
ca43bd1260adc7866a0b39ae86600b18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0
857975c8cc9a1fe5b630abd71ac0dae8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1790.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
991a4bea799890ac9ffdf5aa6ba1e80e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	3937.0	0.0	0.0	0.0	4211.0	0.0	0.0
d4a611bf6e94ebc666689c26c7f0cc6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0
fe18368307567021630cf972332c48fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0
978e2eed3ab5e8a683b7d7ebb6308ade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ca73df3708508ff481d85008cdcc0f04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	2.0	0.0	0.0	21.0	0.0	6.0	34.0
d98ac92247a16dc74ba389c1d3fb05e2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31b6e0a73f0083688ef905db58cca388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	2.0	0.0	0.0	8.0	51.0	0.0
e62b7730fa8f32e36bfb530ace575361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
662e77a74ebbbaec4702a28071c5098b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	16.0	26.0	12.0
8e1b1994b7798fbc0f38b781fad5b916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	16.0	0.0	0.0	0.0	2.0	0.0	9.0
5d1e6bea509a183cba1d4100bed732b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	11.0	0.0	0.0	24.0	7.0	0.0	5.0
0a3acf56a4e60e0479516d3a340ade68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	4.0	0.0	9.0	14.0
92424d41250d93ed895b037b2e27a53c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	2.0	0.0	0.0	168.0
d277939885e00d9f6404139054b88cbe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	238.0	0.0	20.0	205.0
82fa29ae69fd617cb5fc9cfe7f927d58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	28.0	9.0	0.0	5.0	4.0	0.0	1.0
804799266c427e57d7e5b84eff1d3202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	3.0	0.0	0.0
620eacd8419c77c8fc9d239543e9d796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	45.0	3.0	0.0	0.0
684eee91596a6516e45385c65103b75d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	3.0	3.0	0.0	2.0	7.0	0.0	15.0
e5f83994c4e1a8264cadafea59d1399e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
3ff54ca99a16c690e779d0b8c20c3800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
e121d715f3e0fa34dca19ea546e4b146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	52.0	0.0	33.0	234.0
5f742855ba201699fdb76bf762dec274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b2c213690a8d42adc312ce32647f21ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	4.0	0.0	0.0	5.0	0.0	0.0	7.0
92b340687e993ee1ab904e642237143c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	0.0	9.0	0.0	4.0	24.0
cdac4e00b1cc4f7b9e9732a9d6bef4d5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	48.0	3.0	36.0	21.0
032458beb6f6033f4c3c522eba6c5e2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
0cde41983d08c3d9e10a2efd03fd11c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	6.0	0.0	0.0
b7588cda1c3e4a24d3fbf9bda54b685c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0
bd6692a50f6ef138864bfb2d46476395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ada7c5a6964613f9b8a13dcf023f3e5c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	0.0	5.0	3.0	0.0	3.0
12f7f2278eea32b218a0b72c1d4044ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0
58381ae3472903297294f768b983082e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0
3153a3020d360b7120ce4d0f7ad2686f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	5.0	0.0	7.0
7994b60141dc586e93310f584afd7445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0
6591f726de9d705c769ec18b8f53228e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0
0ef4244fc1892a52fbbba89797ab1441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	4.0	7.0
01bf63579333e3fc4956338dd251e35e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	15.0	11.0	0.0	28.0	7.0	0.0	31.0
