# Constructed from biom file
OTUID	W.R4.a	W.R1.b	W.R5.a	W.R2.b	W.R5.b	W.R1.a	W.R3.a	M.NF.R2.a	M.NF.R5.a	M.NF.R1.b	M.M.R3.a	M.M.R5.a	M.NF.R4.a	W.R3.b	M.NF.R3.b	M.M.R2.a	M.M.R1.a	M.M.R4.a
c126b036695ab63afdca9f34bc2a5384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	21.0	4.0	0.0	0.0	17.0	7.0	0.0
32b511bb88e49191b6b7f4da5245597f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	32.0	2.0	0.0	4.0
d187bf9467de43fd4342080b20ac050e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
43137342aae16e701fb435db0fdddcdc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0
e8fad040f3a4e124cc3086f7cd45a16e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0
f2079262c4275a64359118501ca74469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0
4e586362d7f64ec261d9a174da9641c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
5b1f75fbda399764f5d9cda506d09672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	10.0	0.0	13.0	18.0	35.0	0.0	33.0
5a557327db667cf5bb4daa6437b5fca8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
1f66394bbf7e5cfe11c15833fbfeee10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
fbee3441b33485b8fea37724e423f268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	2.0	0.0	0.0	3.0
1cb4ff0a4ae02a078e471cc326521ef7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	20.0	19.0	0.0	52.0	2.0	3.0	2.0
e36d6415147d8e1be751c8a07a9afe4e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0
9e10e96525972aedcd411a3c2eac97a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
3ee8dde5485a404e55d31d8b44b5a7ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
7f0f82f9a6772cc35f23d3cac4f8548e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	7.0	0.0	0.0	8.0	0.0	0.0
f129b748cd276b80dfc0acf4021f77b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	13.0	0.0	3.0	2.0	81.0	19.0
0f2c245d079b88f664ecd1411add4b38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	0.0	5.0	12.0	5.0	6.0
d7839b3128be774861be600dc0b3042f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	2.0	2.0	0.0
5956f6bcec1c17ac084f4464d5ee8cab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	21.0	0.0	0.0	2.0
477f13d6846e10d2d898132782053636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0
165e04f228b3ed6831431fc2177d275e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	10.0	0.0	0.0	5.0
07f615417a5b4d87dbcc4092ef083019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
3fec6d794dceb1abbae92d8f1bc4c701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
8eb390a4065aefe567f99bc3a552f3aa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	0.0	0.0	7.0
72097dc5cde926ee6106e5cb343f07ed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
f80e979962fde4517ff0b89a6775d1e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
25a2b0eafbc53ef39f3a1877e2eea24d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	11.0	2.0	0.0	21.0
c62cb3e9fbc329e7ba02a3819aaa899f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	4.0	0.0	11.0
2922d88117a30c529f73937d03206dc9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	3.0	0.0	2.0	2.0	0.0	4.0
771da0892de56b3e4d38af0a4b797fb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	2.0	5.0	0.0	0.0
c17900cc3471cdc429dc8229fa0b5d2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	8.0
635ff999a8a0c4a87d1901d84add7e72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	18.0	0.0	0.0
fcbbb82a87bb00c7c0af11ab5ea55354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
c8bb0b072b0a4b4c87bbe6a8fe7ea916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	5.0	4.0	9.0	0.0
1b450a2270c2fefa9457da2cd8bd932a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	13.0	0.0	7.0	0.0	22.0	0.0
d1c8014da3f379a6d61545ad27879672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	4.0	3.0	0.0	0.0
594a67bf39c0dc233a21dcbac5757b97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	8.0	56.0	0.0	6.0
fa6bd1acfec2a638d70255953523ea5d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0
b4cd4abaa0807da29dc4412097e0049a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
904947eba94a3a9f30e2b57c8dfff8fd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
b73df7e5552ec674bf6a9d3d2fde5068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	5.0	0.0	0.0	1.0
17e1737f4dadf03ea587f0bbfdd725e6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	29.0	0.0	9.0
71968a358fbc562a5f35004b1c0a2a87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0
97d9d2349918367097d45979eef85235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	18.0	96.0
f66a26456a6b7adb501521aff0c42007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0
a5858af1e04296bf301c02991aca4bfc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
47a7bdb1f7441932e32758596e4a6930	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1173.0	0.0	0.0	0.0	1075.0	0.0	0.0
80d51b314801b2dbf994accd9520a748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	403.0	0.0	0.0	0.0	475.0	0.0	0.0
4d2a1cb9df90eda433f24c454a7654af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	315.0	4.0	0.0	41.0	41.0	10.0	11.0
e96e45c22610f33a870281045ff82b3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	11.0	0.0	0.0
79bf1157a429f732dcc171b95d73f63a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	481.0	0.0	0.0
7083715cea83af03691cccfa509600e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	233.0	0.0	0.0
192d229c5e585eeb59cb7754bca0c49c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	104.0	0.0	0.0
76bb3512b52d5ef4298f0e01e797dd2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	12.0	0.0	0.0	37.0	0.0	0.0
0d14dc4957e0b48d8903f3eb35ac4a9d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	137.0	0.0	390.0
338caf69bf60be1c29cad5f7bf990dc8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	164.0	0.0	0.0
f8149edb631a3f4d6177c48d8d35cd90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	203.0	0.0	0.0
173607f0fcbe687989d09a2344617fbc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	78.0	24.0	706.0
2aab2322ddf944a18aaeb59e2aa9b049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	17.0	0.0	0.0
c620af356302ce60a5b4b29a0c7a72e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0
290f417f5486d7ca237ffba96e0dd7d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
04b60e7673a3f43b3f240445af745cef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	4.0	0.0	27.0	24.0	9.0	6.0
2d9592d983c37b597d8cd0fbf813e556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	47.0	0.0	0.0
200c073d9628497ec07f45f6912adbf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	6.0	0.0	10.0	79.0	135.0	18.0
ce008f3eab63443dc60a5aa7bb84fb4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	39.0	0.0	21.0
5941f3dd0f54a275ff7389523cb98676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	36.0	0.0	455.0
d69a6152adf6713d224b3d60d5cc25fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	3.0	0.0	5.0	3.0	0.0	0.0
1b1b2f9ba33a25b45b4e94c795900714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	42.0	0.0	0.0
b2737b3a160fb45d3cf344e5b24e2ec2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
2a9650c92708b269d2e6b6cbab1e3890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	6.0	0.0	0.0
2a560e6d5edcfa8f70d4fbf6f9ce0800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	4.0	0.0	0.0
0532ad21e7f1c9a251f2fa0b2ba3c0a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	22.0	0.0	0.0
8bcc226da6c9e093fb6d2f01f35fa3b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	3.0	5.0	0.0	3.0
cb35ea13a8493e723b70fdd9a1b91e2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	15.0	11.0	0.0
aeeba430a5fc0ca68134b290fafb1041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
7b752d85c0c70b78dfb24e660707a341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	2.0	0.0	0.0
c19e906e1e324d0ff61b883bde0042c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	0.0	0.0
63a2874145e07b90ef5e10708e87a7e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	13.0	0.0	0.0
a5bab9acc1d8373255abb3de640b1cf8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	21.0	0.0	0.0
fa7992ffeff867f8d59b455833a205bc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	0.0	43.0	0.0	0.0	3.0
d04cbee0850a7b1d4dbc849adea6ee8f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	3.0	0.0	0.0
57cbd09bee139159ae4ed02b1ec795e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	30.0	0.0	0.0
414e65c2cf5cdc6f0f6be2a113fb6f68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
597fafad59f98cea76eed58bcdfb1df3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
be2b220622b112a15a6b6dd54c600fe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	15.0	0.0	0.0
65237b7eaeae05b00747da8f1728cbe8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	3.0	0.0	14.0
54603e88c7e1ae63eb90c0b5965a595f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	0.0	4.0
b5c708ca771bc34ac3247505d016d2c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	35.0	0.0	0.0
43ae0286baf1cb4710ebc788c91041ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	3.0	0.0	0.0
0f706d37a365d5fd76930e4d01f2de32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	7.0	0.0	0.0	0.0
de1729e2a4603fe76719034617529350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	24.0	0.0	0.0
8ca37a58e1d470037f7217e7a54ee5ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	5.0	0.0
220875b00ba2ae49fff2e59951f8fc45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	5.0	1.0	0.0
2e3c634375438bc2153c526f14299d60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	4.0	0.0	0.0
4ba40ea2c249247534094ae05e975a23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	9.0	0.0	0.0
ad4579a42a308740aea172120ba08476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	4.0	12.0
f8b095302ddab82026f0b047adf1d64e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	7.0	0.0	0.0
3ab288e20df9a7b30cfb8cf943eee8fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0
6b47d2d40acc7215f3bd798bd7ad8f8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	7.0	0.0	12.0
3ffa2453e1da51e5eaf6ba3ae20f1da6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0
b3ece788f9b0ae931f474e1606f4a838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	3.0	0.0
c9c7145a4a4bce69f280c63cdc264c4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	35.0	0.0	0.0
3650c636b48d8bb070b55190c0c50c83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	12.0	0.0	0.0
58e443afd026f0334fb10f9eb8ea0fba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0
c1387d73462b489e420183014bfea0bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	18.0
c5ca6177d17585af62fac23b16b94210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	11.0	0.0	0.0
a52c3a976d82c050414df851b30809d8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0
49fd111530ebd5bcbd286004fbbd7452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	3.0	0.0
8b25e7e94c09f1c94058d6949882f7f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	5.0	0.0	0.0
825ba8ff7da8f70d9d8365fcf72f7589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0
b49440f1bb15147f59b258a8af81f3cc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0
3362ebed94e2f3d13ea737889f60d1b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	9.0
255666bdfaec4a27e8bbe819c59f643e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	30.0	3.0
898323cb0addc3521ee4ac1a8d6a7162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	3.0	0.0
0ded5d12491f61d021b37dce906f58da	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0
6835072f16239b38702b17b726994740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	2.0
007fb8843064a452732f3f54412173f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0
5fbff4a91d3e75ef250cb1b226bc3c22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0
3ed6437bff01a31602f24cbe307cda31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0
cdc8250b78a235baae89bab18740132c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	5.0	0.0
12fb6da646e97bfd1fdcbcb79a796eb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	4.0	3.0	12.0	0.0
80b5bcd848803372e83f9b319a17dc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	20.0	0.0	19.0	3.0	0.0	0.0
6eb1539b95edf692c8d559f7bc86d729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	10.0
ceae760841b8ef3ee92a8515f639e1c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	54.0	0.0
8463e0fffd4b242b38f16b17c7cec040	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	23.0	0.0	0.0	0.0
bcf1c815fe7e96de3f80cd4add90c46a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0
7840d2f17822939bdf487cf54e4f7b42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	2.0	0.0
3218ed847c1e2720f2623dc36571cb76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	6.0	2.0	0.0
8fa7da3e3b0f917af5b1c95a36b335f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	6.0
de67032e902046ffa82d5badc236af6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0
c650cdc42f49559ba07b9e412d5c7428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0
725bb24d2d3ce8d8ee19e7a44efd7be6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	50.0	7.0
f311489d9b1dc31594314ce9469ca5f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	4.0
8ec7153b95e117532c602e8b8fbb08f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	9.0	0.0	0.0	0.0
9c6cf37f9c46ecb651bc1d7f9bbb68a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	133.0	0.0
d03d57b0f02665a219d2e340ad3ec696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	10.0	0.0
1cfcf41fe049cfa9c0eb7651a5c0d93e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	6.0	0.0	6.0	0.0
5ee43db127d9ec53a19b7e36f16d9175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	16.0	20.0
c90bbea98c41f35a0f37a989bbdbcdd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	25.0	0.0	0.0
e79a2d9689736e7a8a71dec937671f0e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6408.0	0.0	0.0	0.0	0.0	0.0
b1ba8b7034f86d89df80f56eead0d0ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.0	0.0	24.0	0.0	0.0	0.0
69ee74144adabb1569a39b643918f8e5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	536.0	2.0	26.0	0.0
1c1ada4abde4e91f4af9383c4c0f2932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	3.0	4.0	31.0	0.0
3eb1c29f2879533ced2c3a883de5b643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
e59e2195df28bf11f55e1f8e769d7b14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
